score,text,critic,date,title,platform
80,"Don’t let the small character roster fool you – Waku Waku 7 was one of the best fighting games on the Neo Geo, and western Switch owners are lucky to have the chance to try this one out. The game’s pastel colour scheme and gently paced gameplay is a breath of fresh air compared to the tournament minded design of King of Fighters or World Heroes Perfect. Fans of fighting games would be giving themselves a disservice to overlook Waku Waku 7.",Digitally Downloaded,"Apr  6, 2017",ACA NeoGeo: Waku Waku 7,Switch
80,"Overall, Waku Waku 7 is an almost perfect port, which more than successfully transmits the spirit of the original arcade hit. While it does lack an extra layer of effort, which would elevate this piece of content amongst some of the best on the eShop today, this is still a captivating and unique experience that is well worth checking out regardless of experience with the genre. Avid fighter fans will find something nostalgic and refreshing about it, even today, and those with no prior experience will still find something unique and memorable at the heart of this retro beat-em-up. This is definitely one of the more exciting offerings from the ACA NeoGeo range.",Cubed3,"Mar 27, 2017",ACA NeoGeo: Waku Waku 7,Switch
80,"Waku Waku 7 is just the tonic for those of you who are disenchanted with the abundance of thematically-similar fighting games on the Neo Geo. While the roster of combatants is admittedly small, this cast is arguably more vibrant and entertaining than any that Street Fighter or King of Fighters can muster, and the gloriously kinetic feel of the action makes it stand apart from other examples of the genre. Even if you're not particularly sold on one-on-one brawlers, Waku Waku 7 is well worth investigating.",Nintendo Life,"Mar 24, 2017",ACA NeoGeo: Waku Waku 7,Switch
70,"Waku Waku 7 may not be the most mind blowing fighting game ever made but it certainly is full of charm thanks to its unique, albeit short, cast of characters and wonderfully executed animations. While sometimes it stumbles upon technical issues, the gameplay is satisfying and it's another game to add to the growing list of classic titles in the Nintendo Switch eShop.",FNintendo,"Mar 27, 2017",ACA NeoGeo: Waku Waku 7,Switch
68,A beautiful fighting game that falls short in number of characters and game modes. Gamepad configuration and tabletop controls need improvement.,Hobby Consolas,"Mar 28, 2017",ACA NeoGeo: Waku Waku 7,Switch
65,"Waku Waku 7 doesn’t really stand out from the crowd in my mind, but the only other game with anywhere near as strange a character roster is probably Darkstalkers, so fighting game or SNK aficionados will probably get a kick of this oddball. For everyone else, though, there are better fighting games out there.",NintendoWorldReport,"Mar 13, 2017",ACA NeoGeo: Waku Waku 7,Switch
50,"There's only eight characters and the simple combat setup means there are not as many moves available as in other one-on-one brawlers. The slow speed of the fights is another negative, but death matches liven things up a bit even if you can lose from poor positioning rather than something your opponent has done. Though not the most fully-featured series, subsequent games would add characters and tweak the gameplay (the regular World Heroes 2 also features death matches, though handled a little differently), and so whilst World Heroes can provide some fun fights, those desperately looking to pit historically-inspired fighters against each other would be better off with one of the sequels.",Nintendo Life,"Dec 10, 2017",ACA NeoGeo: World Heroes,Switch
60,"Offering a simple three-button setup World Heroes 2 may not offer quite as many offensive options as other fighting games, but there's a good range of fighters and bouts can still entertain. Subsequent games in the series would add to the gameplay, however, with the already available World Heroes Perfect being the top World Heroes option for best of three round fights. What this game does have over the next two instalments is the revamped Death Match mode that provides a fun alternate way of playing as the energy bar moves back and fourth during the battles and you avoid the hazards or try to use them to your advantage. Fights can often go the distance with the marker shifting to the victor in the final moments. World Heroes 2 may not be the best fighting game available on Switch, but it can still entertain.",Nintendo Life,"Feb  5, 2018",ACA NeoGeo: World Heroes 2,Switch
60,"The increased pace may make the holding for strong attacks less practical than before, but everything flows better and generally makes for more fun in the fights. Further improvements would be made with World Heroes Perfect, however, and (unlike regular WH2) there's no alternative way of play that makes this game at least worth considering. World Heroes 2 Jet is not a bad fighter, but it's not a must-download title either.",Nintendo Life,"Apr  5, 2018",ACA NeoGeo: World Heroes 2 Jet,Switch
70,"World Heroes Perfect stands out from other fighters thanks to its unusual cast and vibrant atmosphere, and is without a doubt the best version in the entire series. The action is fluid and responsive and the simplified super move system makes it easy to understand for newcomers. The only real criticism is that while World Heroes Perfect refines the franchise after some inconsistent early entries, it was never iterated upon and even by 1995 standards it was hardly pushing the envelope of the genre. Fans of the series will no doubt be pleased, but those coming to the series without any prior experience many want to check out titles like King of Fighters '98 and Samurai Shodown IV before investing in this.",Nintendo Life,"May  2, 2017",ACA NeoGeo: World Heroes Perfect,Switch
70,"World Heroes Perfect is an enjoyable and well executed 2D fighting game of the mid-90s that features impressive visuals and a varied cast with some impressive special moves. Even if it does not reinvent the genre or doesn't break any significant grounds, it's still a fun experience to be enjoyed by fans of fighting games.",FNintendo,"Mar 28, 2017",ACA NeoGeo: World Heroes Perfect,Switch
60,"What you won't get is much personality or balance. The game undersells its ""real people from history"" basis; indeed, some of them I didn't even recognise at first. Their fighting styles are only vaguely reminscient of their real-world personalities, too, which is disappointing (aside from the special attacks, that are spot on). More critically, there are some characters with spammy attacks that make the game far too easy, and other characters that are next to useless. Given that the game already has a small roster, this doesn't do much to help its long term value.",Digitally Downloaded,"Apr  6, 2017",ACA NeoGeo: World Heroes Perfect,Switch
